ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8189890,"Nireus (son of Poseidon)",Nireus,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8189891,"Nisas (suitor of Penelope)",Nisas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189892,"Nisos (son of Pandion)",Nisos,,,,,"son of Pandion",Agent,8160370,Male,9494774,,,,
8189893,"Nissaios (suitor of Penelope)",Nissaios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189894,"Nomion (father of Nastes and Amphimachos)",Nomion,,,,,"father of Nastes and Amphimachos",Agent,8160370,Male,9494774,,,,
8189895,"Nycteis (daughter of Nycteus)",Nycteis,,,,,"daughter of Nycteus",Agent,8160370,Female,9494773,,,,
8189896,"Nycteus (son of Chthonios)",Nycteus,,,,,"son of Chthonios",Agent,8160370,Male,9494774,,,,
8189897,"Nyctimos (son of Lycaon)",Nyctimos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189898,"the Oceanids (daughters of Oceanos and Tethys)","the Oceanids",,,,,"daughters of Oceanos and Tethys","Collective (genealogical)",9650159,Female,9494773,"Oceanos (Titan, personification of Ocean)",8188399,,
8189899,"Ocypete (Harpy)",Ocypete,,,,,Harpy,Agent,8160370,Female,9494773,,,,
8189900,"Ocytos (father of Gouneus)",Ocytos,,,,,"father of Gouneus",Agent,8160370,Male,9494774,,,,
8189901,"Odios (son of Mecisteus)",Odios,,,,,"son of Mecisteus",Agent,8160370,Male,9494774,,,,
8189902,"Odysseus (king of Ithaca, Greek leader at Troy)",Odysseus,,,,,"king of Ithaca, Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8189903,"Ogygia (daughter of Niobe)",Ogygia,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8189904,"Oiagros (father of Orpheus)",Oiagros,,,,,"father of Orpheus",Agent,8160370,Male,9494774,,,,
8189905,"Oiax (son of Nauplios)",Oiax,,,,,"son of Nauplios",Agent,8160370,Male,9494774,,,,
8189906,"Oibalos (son of Perieres)",Oibalos,,,,,"son of Perieres",Agent,8160370,Male,9494774,,,,
8189907,"Oicles (father of Amphiaraos)",Oicles,,,,,"father of Amphiaraos",Agent,8160370,Male,9494774,,,,
8189908,"Oileus Ileus (father of Aias)",Oileus,,,,Ileus,"father of Aias",Agent,8160370,Male,9494774,,,,
8189909,"Oime (Danaid)",Oime,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189910,"Oineus Oeneus (king of Calydon)",Oineus,,Oeneus,,,"king of Calydon",Agent,8160370,Male,9494774,,,,
8189911,"Oineus (son of Aigyptos)",Oineus,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8189912,"Oino (daughter of Anios)",Oino,,,,,"daughter of Anios",Agent,8160370,Female,9494773,,,,
8189913,"Oinomaos (king of Pisa)",Oinomaos,,,,,"king of Pisa",Agent,8160370,Male,9494774,,,,
8189914,"Oinone (daughter of Cebren)",Oinone,,,,,"daughter of Cebren",Agent,8160370,Female,9494773,,,,
8189915,"Oinopion (son of Dionysos and Ariadne)",Oinopion,,,,,"son of Dionysos and Ariadne",Agent,8160370,Male,9494774,,,,
8189916,"the Oinotrophoi (the daughters of Anios)","the Oinotrophoi",,,,,"the daughters of Anios","Collective (genealogical)",9650159,,,,,,
8189917,"Oistrobles (son of Heracles)",Oistrobles,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189918,"Olenias (brother of Tydeus)",Olenias,,,,,"brother of Tydeus",Agent,8160370,Male,9494774,,,,
8189919,"Oloitrochos (suitor of Penelope)",Oloitrochos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189920,"Olympos (father of Marsyas)",Olympos,,,,,"father of Marsyas",Agent,8160370,Male,9494774,,,,
8189921,"Olympos (son of Heracles)",Olympos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189922,"Olympouse (daughter of Thespios)",Olympouse,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189923,"Omargos (one of Actaion's dogs)",Omargos,,,,,"one of Actaion's dogs",Agent,8160370,Male,9494774,,,,
8189924,"Omphale (queen of Lydia)",Omphale,,,,,"queen of Lydia",Agent,8160370,Female,9494773,,,,
8189925,"Onchestos (son of Agrios)",Onchestos,,,,,"son of Agrios",Agent,8160370,Male,9494774,,,,
8189926,"Oneites (son of Heracles)",Oneites,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189927,"Onesippos (son of Heracles)",Onesippos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8189928,"Opheltes (son of Lycourgos)",Opheltes,,,,,"son of Lycourgos",Agent,8160370,Male,9494774,,,,
8189929,"Opis (Hyperborean virgin)",Opis,,,,,"Hyperborean virgin",Agent,8160370,Female,9494773,,,,
8189930,"Orchomenos (father of Elare)",Orchomenos,,,,,"father of Elare",Agent,8160370,Male,9494774,,,,
8189931,"Orchomenos (son of Lycaon)",Orchomenos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8189932,"Orchomenos (son of Thyestes)",Orchomenos,,,,,"son of Thyestes",Agent,8160370,Male,9494774,,,,
8189941,"Proto (Nereid)",Proto,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189942,"Protogeneia (daughter of Deucalion)",Protogeneia,,,,,"daughter of Deucalion",Agent,8160370,Female,9494773,,,,
8189943,"Protogeneia (daughter of Calydon)",Protogeneia,,,,,"daughter of Calydon",Agent,8160370,Female,9494773,,,,
8189944,"Psamathe (Nereid)",Psamathe,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189945,"Pseras (suitor of Penelope)",Pseras,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189946,"Pteleon (sleeps with Procris)",Pteleon,,,,,"sleeps with Procris",Agent,8160370,Male,9494774,,,,
8189947,"Pterelaos (son of Taphios)",Pterelaos,,,,,"son of Taphios",Agent,8160370,Male,9494774,,,,
8189948,"Ptolemaios (suitor of Penelope)",Ptolemaios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189949,"Ptoos (son of Athamas)",Ptoos,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8189950,"Pygmalion (king of Cyprus)",Pygmalion,,,,,"king of Cyprus",Agent,8160370,Male,9494774,,,,
8189951,"Pylades (son of Strophios)",Pylades,,,,,"son of Strophios",Agent,8160370,Male,9494774,,,,
8189952,"Pylaimenes (son of Bisaltes)",Pylaimenes,,,,,"son of Bisaltes",Agent,8160370,Male,9494774,,,,
8189953,"Pylaimenes (suitor of Penelope)",Pylaimenes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8189954,"Pylaon (son of Neleus)",Pylaon,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8189955,"Pylarge (Danaid)",Pylarge,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189956,"Pylas (king of Megara)",Pylas,,,,,"king of Megara",Agent,8160370,Male,9494774,,,,
8189957,"Pylia (daughter of Pylas)",Pylia,,,,,"daughter of Pylas",Agent,8160370,Female,9494773,,,,
8189958,"Pylios (Heracles' adoptive father in Eleusis)",Pylios,,,,,"Heracles' adoptive father in Eleusis",Agent,8160370,Male,9494774,,,,
8189959,"Pylos (son of Ares)",Pylos,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8189960,"Pyraichmes (Trojan ally)",Pyraichmes,,,,,"Trojan ally",Agent,8160370,Male,9494774,,,,
8189961,"Pyrene (mother of Cycnos)",Pyrene,,,,,"mother of Cycnos",Agent,8160370,Female,9494773,,,,
8189962,"Pyrippe (daughter of Thespios)",Pyrippe,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8189963,"Pyrrha (daughter of Epimetheus, wife of Deucalion)",Pyrrha,,,,,"daughter of Epimetheus, wife of Deucalion",Agent,8160370,Female,9494773,,,,
8189964,"Pyrrhos (son of Achilles)",Pyrrhos,,,,,"son of Achilles",Agent,8160370,Male,9494774,,,,
8189965,"Pythia (Apollo's priestess at the oracle of Delphi)",Pythia,,,,,"Apollo's priestess at the oracle of Delphi",Agent,8160370,Female,9494773,,,,
8189966,"Python (guardian serpent at Delphi)",Python,,,,,"guardian serpent at Delphi",Agent,8160370,Undefined,9494775,,,,
8189967,"Rhadamanthys (son of Zeus and Europa)",Rhadamanthys,,,,,"son of Zeus and Europa",Agent,8160370,Male,9494774,,,,
8189968,"Rhesos (son of Euterpe and Strymon)",Rhesos,,,,,"son of Euterpe and Strymon",Agent,8160370,Male,9494774,,,,
8189969,"Rhexenor (father of Chalciope)",Rhexenor,,,,,"father of Chalciope",Agent,8160370,Male,9494774,,,,
8189970,"Rhode (daughter of Poseidon and Amphitrite)",Rhode,,,,,"daughter of Poseidon and Amphitrite",Agent,8160370,Female,9494773,,,,
8189971,"Rhode (Danaid)",Rhode,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189972,"Rhodia (Danaid)",Rhodia,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189973,"Rhoicos (Centaur)",Rhoicos,,,,,Centaur,Agent,8160370,Male,9494774,,,,
8189974,"Salmoneus (son of Aiolos)",Salmoneus,,,,,"son of Aiolos",Agent,8160370,Male,9494774,,,,
8189975,"Sandocos (son of Astynoos)",Sandocos,,,,,"son of Astynoos",Agent,8160370,Male,9494774,,,,
8189976,"Sangarios (river god)",Sangarios,,,,,"river god",Agent,8160370,Male,9494774,,,,
8189977,"Sao (Nereid)",Sao,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8189978,"Sarapis (a form of the syncretised Egyptian gods Osiris-Apis)",Sarapis,,,,,"a form of the syncretised Egyptian gods Osiris-Apis",Agent,8160370,Male,9494774,,,,
8189979,"Sarpedon (son of Zeus and Europa)",Sarpedon,,,,,"son of Zeus and Europa",Agent,8160370,Male,9494774,,,,
8189980,"Sarpedon (son of Poseidon)",Sarpedon,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8189981,"Satyros (steals Arcadian cattle)",Satyros,,,,,"steals Arcadian cattle",Agent,8160370,Male,9494774,,,,
8189982,"the Satyrs (companions of Dionysos)","the Satyrs",,,,,"companions of Dionysos","Collective (misc.)",8160371,,,,,,
8189983,"Scaia (Danaid)",Scaia,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8189984,"Scaios (son of Hippocoon)",Scaios,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8189985,"Scamandros (river god near Troy)",Scamandros,,,,,"river god near Troy",Agent,8160370,Male,9494774,,,,
8189986,"Sceiron (father of Endeis)",Sceiron,,,,,"father of Endeis",Agent,8160370,Male,9494774,,,,
8189987,"Schedios (son of Iphitos)",Schedios,,,,,"son of Iphitos",Agent,8160370,Male,9494774,,,,
8189988,"Schoineus (father of Atalante)",Schoineus,,,,,"father of Atalante",Agent,8160370,Male,9494774,,,,
8189989,"Scylla (sea monster)",Scylla,,,,,"sea monster",Agent,8160370,Female,9494773,,,,
8189990,"Scylla (daughter of Nisos)",Scylla,,,,,"daughter of Nisos",Agent,8160370,Female,9494773,,,,
8189991,"Scyrios (father of Aigeus)",Scyrios,,,,,"father of Aigeus",Agent,8160370,Male,9494774,,,,
8189992,"Seilenos Silenus (attendant of Dionysos)",Seilenos,,,Silenus,,"attendant of Dionysos",Agent,8160370,Male,9494774,,,,
8189993,"Selene (personification of the moon)",Selene,,,,,"personification of the moon",Agent,8160370,Female,9494773,,,,
8189994,"Semele (mother of Dionysos by Zeus)",Semele,,,,,"mother of Dionysos by Zeus",Agent,8160370,Female,9494773,,,,
8189995,"Side (wife of Orion)",Side,,,,,"wife of Orion",Agent,8160370,Female,9494773,,,,
8189996,"Sidero (wife of Salmoneus, stepmother of Tyro)",Sidero,,,,,"wife of Salmoneus, stepmother of Tyro",Agent,8160370,Female,9494773,,,,
8189997,"Simoeis (river god at Troy)",Simoeis,,,,,"river god at Troy",Agent,8160370,Male,9494774,,,,
8189998,"Sinis (son of Polypemon)",Sinis,,,,,"son of Polypemon",Agent,8160370,Male,9494774,,,,
8189999,"Sinon (Greek warrior at Troy)",Sinon,,,,,"Greek warrior at Troy",Agent,8160370,Male,9494774,,,,
8190000,"Sipylos (son of Niobe)",Sipylos,,,,,"son of Niobe",Agent,8160370,Male,9494774,,,,
8190001,"the Sirens (daughters of Melpomene and Acheloos)","the Sirens",,,,,"daughters of Melpomene and Acheloos","Collective (misc.)",8160371,,,,,,
8190002,"Sisyphos (son of Aiolos)",Sisyphos,,,,,"son of Aiolos",Agent,8160370,Male,9494774,,,,
8190003,"Smyrna (daughter of Theias)",Smyrna,,,,,"daughter of Theias",Agent,8160370,Female,9494773,,,,
8190004,"Socleus (son of Lycaon)",Socleus,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190005,"Sparte (daughter of Eurotas)",Sparte,,,,,"daughter of Eurotas",Agent,8160370,Female,9494773,,,,
8190006,"the Spartoi (spring from planted dragon's teeth)","the Spartoi",,,,,"spring from planted dragon's teeth","Collective (misc.)",8160371,,,,,,
8190007,"Spartos (one of Actaion's dogs)",Spartos,,,,,"one of Actaion's dogs",Agent,8160370,Male,9494774,,,,
8190008,"Speio (Nereid)",Speio,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8190009,"Spercheios (river god)",Spercheios,,,,,"river god",Agent,8160370,Male,9494774,,,,
8190010,"Spermo (daughter of Anios)",Spermo,,,,,"daughter of Anios",Agent,8160370,Female,9494773,,,,
8190011,"Sphincius (son of Athamas)",Sphincius,,,,,"son of Athamas",Agent,8160370,Male,9494774,,,,
8190012,"Sphinx (monster that terrorises Thebes)",Sphinx,,,,,"monster that terrorises Thebes",Agent,8160370,Female,9494773,,,,
8190013,"Staphylos (Argonaut)",Staphylos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8190014,"the Stars Astra (children of Eos and Astraios)","the Stars",Astra,,,,"children of Eos and Astraios","Collective (misc.)",8160371,,,,,,
8190015,"Protesilaos (first Greek killed at Troy)",Protesilaos,,,,,"first Greek killed at Troy",Agent,8160370,Male,9494774,,,,
8190016,"Proteus (king of Egypt)",Proteus,,,,,"king of Egypt",Agent,8160370,Male,9494774,,,,
8190017,"Proteus (son of Aigyptos)",Proteus,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8190018,"Proteus (son of Poseidon)",Proteus,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8190019,"Prothoos (Greek leader at Troy)",Prothoos,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8190020,"Prothoos (son of Agrios)",Prothoos,,,,,"son of Agrios",Agent,8160370,Male,9494774,,,,
8190021,"Prothoos (son of Lycaon)",Prothoos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190022,"Prothoos (suitor of Penelope)",Prothoos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190023,"Sternops (son of Melas)",Sternops,,,,,"son of Melas",Agent,8160370,Male,9494774,,,,
8190024,"Sterope (one of the Pleiades)",Sterope,,,,,"one of the Pleiades",Agent,8160370,Female,9494773,,,,
8190025,"Sterope (daughter of Pleuron)",Sterope,,,,,"daughter of Pleuron",Agent,8160370,Female,9494773,,,,
8190026,"Sterope (daughter of Porthaon)",Sterope,,,,,"daughter of Porthaon",Agent,8160370,Female,9494773,,,,
8190027,"Sterope (daughter of Cepheus)",Sterope,,,,,"daughter of Cepheus",Agent,8160370,Female,9494773,,,,
8190028,"Sterope (daughter of Acastos)",Sterope,,,,,"daughter of Acastos",Agent,8160370,Female,9494773,,,,
8190029,"Stheneboia (daughter of Iobates, wife of Proitos)",Stheneboia,,,,,"daughter of Iobates, wife of Proitos",Agent,8160370,Female,9494773,,,,
8190030,"Sthenelos (son of Capaneus)",Sthenelos,,,,,"son of Capaneus",Agent,8160370,Male,9494774,,,,
8190031,"Sthenelos (son of Perseus)",Sthenelos,,,,,"son of Perseus",Agent,8160370,Male,9494774,,,,
8190032,"Sthenelos (son of Androgeos)",Sthenelos,,,,,"son of Androgeos",Agent,8160370,Male,9494774,,,,
8190033,"Sthenelos (son of Aigyptos)",Sthenelos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8190034,"Stheno (a Gorgon)",Stheno,,,,,"a Gorgon",Agent,8160370,Female,9494773,,,,
8190035,"Stratios (son of Nestor)",Stratios,,,,,"son of Nestor",Agent,8160370,Male,9494774,,,,
8190036,"Stratios (suitor of Penelope)",Stratios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190037,"Stratobates (son of Electryon)",Stratobates,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8190038,"Stratonice (daughter of Pleuron)",Stratonice,,,,,"daughter of Pleuron",Agent,8160370,Female,9494773,,,,
8190039,"Stratonice (daughter of Thespios)",Stratonice,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8190040,"Strophios (father of Pylades)",Strophios,,,,,"father of Pylades",Agent,8160370,Male,9494774,,,,
8190041,"Strymo (daughter of Scamandros)",Strymo,,,,,"daughter of Scamandros",Agent,8160370,Female,9494773,,,,
8190042,"Strymon (river god in Thrace)",Strymon,,,,,"river god in Thrace",Agent,8160370,Male,9494774,,,,
8190043,"Stygne (Danaid)",Stygne,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8190044,"the Stymphalian Birds (Heracles' opponents)","the Stymphalian Birds",,,,,"Heracles' opponents","Collective (misc.)",8160371,,,,,,
8190045,"Stymphalos (son of Elatos)",Stymphalos,,,,,"son of Elatos",Agent,8160370,Male,9494774,,,,
8190046,"Stymphalos (son of Lycaon)",Stymphalos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190047,"Styx (Oceanid, personification of river of the underworld)",Styx,,,,,"Oceanid, personification of river of the underworld",Agent,8160370,Female,9494773,,,,
8190048,"Sylea (daughter of Corinthos)",Sylea,,,,,"daughter of Corinthos",Agent,8160370,Female,9494773,,,,
8190049,"Syleus (man killed by Heracles)",Syleus,,,,,"man killed by Heracles",Agent,8160370,Male,9494774,,,,
8190050,"the Greek contingent at Troy()","the Greek contingent at Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190051,"the Defenders of Troy()","the Defenders of Troy",,,,,,"Collective (Episodic)",9650160,,,,,,
8190053,"Talos (bronze guardian of Crete)",Talos,,,,,"bronze guardian of Crete",Agent,8160370,Male,9494774,,,,
8190054,"Talos (nephew of Daidalos)",Talos,,,,,"nephew of Daidalos",Agent,8160370,Male,9494774,,,,
8190055,"Talaos (son of Bias, father of Adrastos)",Talaos,,,,,"son of Bias, father of Adrastos",Agent,8160370,Male,9494774,,,,
8190056,"Talthybios (Greek herald)",Talthybios,,,,,"Greek herald",Agent,8160370,Male,9494774,,,,
8190057,"Tantalos (father of Pelops and Niobe, punished in the underworld)",Tantalos,,,,,"father of Pelops and Niobe, punished in the underworld",Agent,8160370,Male,9494774,,,,
8190058,"Tantalos (son of Thyestes)",Tantalos,,,,,"son of Thyestes",Agent,8160370,Male,9494774,,,,
8190059,"Tantalos (son of Niobe)",Tantalos,,,,,"son of Niobe",Agent,8160370,Male,9494774,,,,
8190060,"Taphios (son of Poseidon and Hippothoe)",Taphios,,,,,"son of Poseidon and Hippothoe",Agent,8160370,Male,9494774,,,,
8190062,"Tauros (son of Neleus)",Tauros,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8190063,"Taygete (daughter of Atlas)",Taygete,,,,,"daughter of Atlas",Agent,8160370,Female,9494773,,,,
8190064,"Tebros (son of Hippocoon)",Tebros,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8190065,"Tegyrios (king of Thrace)",Tegyrios,,,,,"king of Thrace",Agent,8160370,Male,9494774,,,,
8190066,"Teiresias Tiresias (Theban seer)",Teiresias,,,Tiresias,,"Theban seer",Agent,8160370,Male,9494774,,,,
8190067,"Telamon (father of Aias, Calydonian Boar hunter, Argonaut)",Telamon,,,,,"father of Aias, Calydonian Boar hunter, Argonaut",Agent,8160370,Male,9494774,,,,
8190068,"Telchis (conspirator against Apis)",Telchis,,,,,"conspirator against Apis",Agent,8160370,Male,9494774,,,,
8190069,"Teleboas (son of Lycaon)",Teleboas,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190070,"Teledice (nymph)",Teledice,,,,,nymph,Agent,8160370,Female,9494773,,,,
8190071,"Telegonos (son of Odysseus)",Telegonos,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
8190072,"Telegonos (son of Proteus)",Telegonos,,,,,"son of Proteus",Agent,8160370,Male,9494774,,,,
8190073,"Telegonos (king of Egypt)",Telegonos,,,,,"king of Egypt",Agent,8160370,Male,9494774,,,,
8190074,"Telemachos (son of Odysseus)",Telemachos,,,,,"son of Odysseus",Agent,8160370,Male,9494774,,,,
8190075,"Teleon (father of Boutes)",Teleon,,,,,"father of Boutes",Agent,8160370,Male,9494774,,,,
8190076,"Telephassa (wife of Agenor)",Telephassa,,,,,"wife of Agenor",Agent,8160370,Female,9494773,,,,
8190077,"Telephos (ruler of Mysia, shows the Greeks the way to Troy)",Telephos,,,,,"ruler of Mysia, shows the Greeks the way to Troy",Agent,8160370,Male,9494774,,,,
8190078,"Teles (son of Heracles)",Teles,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190079,"Telestas (son of Priam)",Telestas,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8190080,"Teleutagoras (son of Heracles)",Teleutagoras,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190081,"Telmios (suitor of Penelope)",Telmios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190082,"Temenos (son of Aristomachos)",Temenos,,,,,"son of Aristomachos",Agent,8160370,Male,9494774,,,,
8190083,"Tenes (son of Cycnos or Apollo)",Tenes,,,,,"son of Cycnos or Apollo",Agent,8160370,Male,9494774,,,,
8190084,"Tenthredon (father of Prothoos)",Tenthredon,,,,,"father of Prothoos",Agent,8160370,Male,9494774,,,,
8190085,"Tereis (mother of Megapenthes)",Tereis,,,,,"mother of Megapenthes",Agent,8160370,Female,9494773,,,,
8190086,"Tereus (son of Ares)",Tereus,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8190087,"Terpsichore (Muse)",Terpsichore,,,,,Muse,Agent,8160370,Female,9494773,,,,
8190088,"Terpsicrates (son of Heracles)",Terpsicrates,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190089,"Teucros (son of Telamon)",Teucros,,,,,"son of Telamon",Agent,8160370,Male,9494774,,,,
8190090,"Teucros (son of Scamandros and Idaia)",Teucros,,,,,"son of Scamandros and Idaia",Agent,8160370,Male,9494774,,,,
8190091,"Teutamides (king of Larissa)",Teutamides,,,,,"king of Larissa",Agent,8160370,Male,9494774,,,,
8190092,"Teuthras (king of Teuthrania)",Teuthras,,,,,"king of Teuthrania",Agent,8160370,Male,9494774,,,,
8190093,"Thadytios (suitor of Penelope)",Thadytios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190094,"Thaleia (one of the Charites)",Thaleia,,,,,"one of the Charites",Agent,8160370,Female,9494773,,,,
8190095,"Thaleia (a Muse)",Thaleia,,,,,"a Muse",Agent,8160370,Female,9494773,,,,
8190096,"Thalpios (son of Eurytos)",Thalpios,,,,,"son of Eurytos",Agent,8160370,Male,9494774,,,,
8190097,"Thamyris (son of Philammon, first homosexual)",Thamyris,,,,,"son of Philammon, first homosexual",Agent,8160370,Male,9494774,,,,
8190098,"Thasos (son of Poseidon)",Thasos,,,,,"son of Poseidon",Agent,8160370,Male,9494774,,,,
8190099,"Thaumacos (father of Poias)",Thaumacos,,,,,"father of Poias",Agent,8160370,Male,9494774,,,,
8190100,"Thaumas (son of Pontos and Ge)",Thaumas,,,,,"son of Pontos and Ge",Agent,8160370,Male,9494774,,,,
8190101,"Theano (wife of Antenor)",Theano,,,,,"wife of Antenor",Agent,8160370,Female,9494773,,,,
8190102,"Theano (Danaid)",Theano,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8190103,"Thebe (wife of Zethos)",Thebe,,,,,"wife of Zethos",Agent,8160370,Female,9494773,,,,
8190104,"Theiodamas (father of Hylas)",Theiodamas,,,,,"father of Hylas",Agent,8160370,Male,9494774,,,,
8190105,"Theiodamas (an oxdriver encountered by Heracles)",Theiodamas,,,,,"an oxdriver encountered by Heracles",Agent,8160370,Male,9494774,,,,
8190106,"Thelxiepeia (one of the Sirens)",Thelxiepeia,,,,,"one of the Sirens",Agent,8160370,Female,9494773,,,,
8190107,"Thelxion (conspirator against Apis)",Thelxion,,,,,"conspirator against Apis",Agent,8160370,Male,9494774,,,,
8190108,"Themiste (daughter of Ilos)",Themiste,,,,,"daughter of Ilos",Agent,8160370,Female,9494773,,,,
8190109,"Themisto (daughter of Hypseus, third wife of Athamas)",Themisto,,,,,"daughter of Hypseus, third wife of Athamas",Agent,8160370,Female,9494773,,,,
8190110,"Theophron (suitor of Penelope)",Theophron,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190111,"Therimachos (son of Heracles and Megara)",Therimachos,,,,,"son of Heracles and Megara",Agent,8160370,Male,9494774,,,,
8190112,"Thersandros (son of Polyneices, one of the Epigoinoi)",Thersandros,,,,,"son of Polyneices, one of the Epigoinoi",Agent,8160370,Male,9494774,,,,
8190113,"Thersilochos (suitor of Penelope)",Thersilochos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190114,"Thersites (Greek warrior at Troy)",Thersites,,,,,"Greek warrior at Troy",Agent,8160370,Male,9494774,,,,
8190115,"Thersites (son of Agrios)",Thersites,,,,,"son of Agrios",Agent,8160370,Male,9494774,,,,
8190116,"Thespios (king of Thespiai)",Thespios,,,,,"king of Thespiai",Agent,8160370,Male,9494774,,,,
8190117,"Thesprotos (son of Lycaon)",Thesprotos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8190118,"Thessalos Thettalos (father of Pheidippos and Antiphos)",Thessalos,,,,Thettalos,"father of Pheidippos and Antiphos",Agent,8160370,Male,9494774,,,,
8190119,"Thestalos (son of Heracles)",Thestalos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8190120,"Thestios (son of Ares)",Thestios,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8190121,"Thetis (Nereid)",Thetis,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8190122,"Thoas (father of Hypsipyle)",Thoas,,,,,"father of Hypsipyle",Agent,8160370,Male,9494774,,,,
8190123,"Thoas (king of the Taurians)",Thoas,,,,,"king of the Taurians",Agent,8160370,Male,9494774,,,,
8190124,"Thoas (Greek leader at Troy)",Thoas,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
8190125,"Thoas (son of Dionysos and Ariadne)",Thoas,,,,,"son of Dionysos and Ariadne",Agent,8160370,Male,9494774,,,,
8190126,"Thoas (son of Icarios)",Thoas,,,,,"son of Icarios",Agent,8160370,Male,9494774,,,,
8190127,"Thoas (suitor of Penelope)",Thoas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8190128,"Thoas (giant)",Thoas,,,,,giant,Agent,8160370,Male,9494774,,,,
8190129,"Thoosa (nymph)",Thoosa,,,,,nymph,Agent,8160370,Female,9494773,,,,
8190130,"Thrasymedes (Greek leader at Troy)",Thrasymedes,,,,,"Greek leader at Troy",Agent,8160370,Male,9494774,,,,
